id-33,52.536469,13.376062
id-88,52.534694,13.396160
id-101,52.536876,13.397388
id-187,52.532158,13.392694
id-204,52.527267,13.392524
id-255,52.529761,13.392456
id-290,52.524103,13.399571
id-331,52.528748,13.394001
id-427,52.533950,13.369831
id-439,52.538555,13.399649
id-503,52.534771,13.380132
id-518,52.529184,13.395842
id-587,52.530630,13.393030
id-608,52.537459,13.398421
id-665,52.531933,13.381055
id-747,52.530959,13.396535
id-779,52.528121,13.386337
id-799,52.532357,13.397370
id-831,52.528795,13.397260
id-842,52.535704,13.380830
id-961,52.536469,13.376062
id-1004,52.527350,13.382000
id-1048,52.535622,13.397393
id-1182,52.531844,13.383274
id-1192,52.529926,13.386592
id-1245,52.533898,13.394255
id-1282,52.531039,13.390350
id-1318,52.527265,13.388704
id-1322,52.535704,13.395156
id-1332,52.525048,13.395994
id-1366,52.532366,13.397623
id-1395,52.536962,13.376128
id-92,52.510334,13.400201
id-116,52.524531,13.395224
id-160,52.510334,13.400201
id-209,52.509205,13.404493
id-213,52.526804,13.387364
id-636,52.512403,13.384308
id-637,52.509223,13.401309
id-662,52.523604,13.392642
id-739,52.510454,13.386679
id-797,52.508337,13.391953
id-1073,52.508424,13.388012
id-1235,52.523318,13.379179
id-1271,52.523291,13.384889
id-1591,52.512430,13.378202
id-1693,52.511599,13.399938
id-1816,52.523864,13.392090
id-1870,52.509029,13.401885
id-136,52.527860,13.412617
id-370,52.534384,13.400799
id-465,52.531066,13.406441
id-485,52.531066,13.406441
id-497,52.534272,13.407812
id-507,52.534272,13.407812
id-553,52.528346,13.414632
id-558,52.528070,13.407050
id-750,52.531584,13.399414
id-751,52.533352,13.404813
id-834,52.534387,13.402990
id-924,52.531045,13.404496
id-948,52.531155,13.402183
id-1110,52.527854,13.400429
id-1219,52.534355,13.397906
id-1293,52.529511,13.402072
id-1299,52.528309,13.407958
id-1311,52.534489,13.405861
id-1314,52.525482,13.409251
id-1440,52.534587,13.397819
id-1595,52.531584,13.399414
id-1597,52.531131,13.402754
id-1677,52.533333,13.401280
id-369,52.521298,13.421075
id-707,52.520399,13.428266
id-817,52.520102,13.420543
id-877,52.523867,13.397775
id-887,52.523867,13.397775
id-901,52.517331,13.406954
id-981,52.521153,13.403762
id-1213,52.523739,13.410030
id-1304,52.520030,13.420843
id-47,52.505693,13.421535
id-99,52.505653,13.422605
id-108,52.508096,13.414887
id-182,52.511217,13.407612
id-479,52.510465,13.425352
id-498,52.507240,13.415252
id-573,52.507240,13.415252
id-618,52.507240,13.415252
id-635,52.506155,13.414617
id-653,52.506933,13.413572
id-724,52.514865,13.421735
id-840,52.510465,13.425352
id-870,52.510465,13.425352
id-991,52.510841,13.424313
id-1185,52.512394,13.419241
id-1295,52.509877,13.416543
id-1315,52.511087,13.414835
id-1335,52.511087,13.414835
id-1516,52.512315,13.416957
id-1648,52.512299,13.411863
id-1662,52.506829,13.410457
id-2011,52.509433,13.406834
id-2305,52.509490,13.423304
id-2347,52.506186,13.415623
id-26,52.516131,13.448120
id-28,52.519253,13.433085
id-114,52.507240,13.437467
id-203,52.513547,13.444460
id-242,52.516613,13.440144
id-280,52.518614,13.431104
id-327,52.514512,13.439245
id-383,52.516670,13.430583
id-555,52.515888,13.436391
id-694,52.512448,13.437065
id-708,52.512319,13.448407
id-712,52.509732,13.451781
id-718,52.521239,13.435146
id-749,52.517515,13.445207
id-767,52.513778,13.451106
id-813,52.516318,13.427629
id-818,52.516318,13.427629
id-851,52.513237,13.438135
id-882,52.513904,13.426809
id-894,52.510393,13.452084
id-903,52.517476,13.442689
id-913,52.515329,13.436860
id-977,52.513089,13.431886
id-1007,52.511212,13.447411
id-1117,52.513082,13.452464
id-1122,52.513082,13.452464
id-80,52.500437,13.456858
id-90,52.492514,13.476018
id-100,52.506131,13.465532
id-165,52.506840,13.465668
id-180,52.505645,13.464260
id-210,52.506035,13.466138
id-229,52.512350,13.453980
id-245,52.506035,13.466138
id-293,52.502971,13.451780
id-303,52.499340,13.460905
id-310,52.506035,13.466138
id-337,52.508141,13.465566
id-340,52.506035,13.466138
id-350,52.502487,13.454084
id-398,52.492679,13.477688
id-451,52.507865,13.465233
id-478,52.506346,13.461561
id-496,52.506462,13.462224
id-651,52.506459,13.463947
id-687,52.496692,13.473812
id-760,52.496296,13.468094
id-766,52.505973,13.465719
id-772,52.505632,13.470039
id-795,52.492514,13.476018
id-806,52.502775,13.452614
id-811,52.507114,13.468618
id-921,52.505383,13.461700
id-1024,52.511805,13.455575
id-1107,52.491770,13.479811
id-1201,52.506983,13.462668
id-1202,52.508353,13.463582
id-1207,52.505804,13.462527
id-1229,52.505831,13.462112
id-1273,52.510835,13.461652
id-1430,52.501463,13.455972
id-1492,52.502971,13.451780
id-1507,52.502971,13.451780
id-21,52.519158,13.463268
id-52,52.516236,13.470716
id-58,52.523698,13.458144
id-240,52.510008,13.473503
id-246,52.514481,13.470829
id-250,52.516678,13.461219
id-252,52.517488,13.453852
id-390,52.512125,13.471482
id-401,52.514521,13.459841
id-419,52.516187,13.465458
id-420,52.524394,13.458850
id-537,52.515332,13.471553
id-630,52.515285,13.456166
id-639,52.511171,13.465817
id-684,52.519293,13.464866
id-698,52.518856,13.454716
id-700,52.516748,13.463703
id-704,52.509973,13.471153
id-796,52.516790,13.466085
id-860,52.515285,13.456166
id-1018,52.516739,13.462349
id-1031,52.522288,13.456999
id-1043,52.508222,13.470369
id-1053,52.516637,13.472351
id-1069,52.519515,13.463609
id-1086,52.508043,13.472349
id-1093,52.515555,13.463394
id-1097,52.521917,13.464797
id-1126,52.508437,13.469566
id-1148,52.516303,13.466282
id-1199,52.516748,13.463703
id-1226,52.516200,13.460377
id-1237,52.515456,13.470865
id-1256,52.511278,13.468216
id-1267,52.516848,13.454093
id-1277,52.516236,13.470716
id-1372,52.515897,13.463177
id-15,52.521545,13.454944
id-54,52.519771,13.448637
id-73,52.522321,13.453887
id-94,52.521419,13.445814
id-109,52.520068,13.444896
id-196,52.519205,13.447447
id-202,52.525429,13.421847
id-454,52.526159,13.421918
id-487,52.524082,13.454394
id-585,52.521592,13.430473
id-616,52.524481,13.452835
id-775,52.521545,13.454944
id-839,52.520864,13.450004
id-1129,52.526159,13.421918
id-1130,52.522542,13.453735
id-1269,52.521592,13.430473
id-1279,52.523680,13.450555
id-1301,52.520898,13.453021
id-1456,52.518333,13.446807
id-1513,52.521671,13.452776
id-1605,52.521911,13.446430
id-1811,52.517676,13.448281
id-1835,52.521740,13.454277
id-1940,52.523100,13.435097
id-2000,52.523481,13.428102
id-2020,52.521671,13.452776
id-125,52.527738,13.469840
id-179,52.526781,13.461546
id-669,52.528908,13.460444
id-1081,52.524189,13.469816
id-1155,52.532666,13.472437
id-1180,52.530766,13.463929
id-1347,52.527437,13.471268
id-1421,52.526347,13.462349
id-1452,52.527508,13.470924
id-1564,52.523689,13.469688
id-68,52.537229,13.424866
id-84,52.531598,13.426352
id-119,52.531598,13.426352
id-120,52.537946,13.421305
id-135,52.531456,13.423358
id-253,52.533524,13.428545
id-283,52.536651,13.424833
id-307,52.533064,13.424362
id-389,52.531065,13.415375
id-455,52.532381,13.417010
id-470,52.536001,13.430520
id-570,52.528659,13.414155
id-574,52.544045,13.428859
id-584,52.534946,13.429808
id-638,52.536958,13.425644
id-642,52.537768,13.422980
id-647,52.537768,13.422980
id-649,52.533810,13.415622
id-674,52.530965,13.417123
id-695,52.531456,13.423358
id-765,52.536533,13.420910
id-785,52.531065,13.416840
id-859,52.536250,13.431815
id-941,52.534063,13.426166
id-953,52.534586,13.431691
id-1068,52.528849,13.414938
id-1133,52.537578,13.426709
id-1166,52.534765,13.429575
id-1210,52.536250,13.431815
id-1323,52.544045,13.428859
id-1360,52.533299,13.422306
id-1410,52.533412,13.415195
id-1473,52.533412,13.415195
id-1482,52.534386,13.430478
id-31,52.531606,13.437328
id-112,52.534257,13.437993
id-137,52.534257,13.437993
id-190,52.529619,13.431200
id-259,52.537590,13.455688
id-313,52.532989,13.434893
id-378,52.527636,13.450769
id-514,52.532951,13.459138
id-691,52.532511,13.441534
id-702,52.531372,13.434046
id-706,52.536489,13.435127
